ModuloParteAnotacao,PosiçãoInicial,Tamanho,Codigo,Numero,Descricao,Tipo,Categoria
,,,,,Informante do Módulo C,3,Pessoa não moradora
,,,,,Informante do Módulo C,9,Ignorado
,,,,,Informante do Módulo C,,Não aplicável
Módulo D - Características de educação dos moradores,,,,,,,
,135.0,1.0,D001,D1,Sabe ler e escrever,1,Sim
,,,,,Sabe ler e escrever,2,Não
,,,,,Sabe ler e escrever,9 ,Ignorado
,,,,,Sabe ler e escrever,,Não aplicável
,136.0,1.0,D00201,D2a,Frequenta escola ou creche,1,Sim
,,,,,Frequenta escola ou creche,2,Não  
,,,,,Frequenta escola ou creche,9 ,Ignorado
,,,,,Frequenta escola ou creche,,Não aplicável
,137.0,1.0,D00202,D2b,A escola que frequenta é da,1,Rede privada                         
,,,,,A escola que frequenta é da,2,Rede pública
,,,,,A escola que frequenta é da,9 ,Ignorado
,,,,,A escola que frequenta é da,,Não aplicável
,138.0,2.0,D00301,D3a,Qual é o curso que frequenta,01,Creche
,,,,,Qual é o curso que frequenta,02,Pré-escola 
,,,,,Qual é o curso que frequenta,03,Alfabetização de jovens e adultos
,,,,,Qual é o curso que frequenta,04,Regular do ensino fundamental
,,,,,Qual é o curso que frequenta,05,Educação de jovens e adultos (EJA) do ensino fundamental
,,,,,Qual é o curso que frequenta,06,Regular do ensino médio
,,,,,Qual é o curso que frequenta,07,Educação de jovens e adultos (EJA) do ensino médio
,,,,,Qual é o curso que frequenta,08,Superior - graduação
,,,,,Qual é o curso que frequenta,09,Especialização de nível superior (duração mínima de 360 horas)
,,,,,Qual é o curso que frequenta,10,Mestrado
,,,,,Qual é o curso que frequenta,11,Doutorado
,,,,,Qual é o curso que frequenta,99,Ignorado
,,,,,Qual é o curso que frequenta,,Não aplicável
,140.0,1.0,D00501,D5a,Esse curso que ___ frequenta é dividido em,1,Períodos semestrais
,,,,,Esse curso que ___ frequenta é dividido em,2,Anos
,,,,,Esse curso que ___ frequenta é dividido em,3,Outra forma
,,,,,Esse curso que ___ frequenta é dividido em,9 ,Ignorado
,,,,,Esse curso que ___ frequenta é dividido em,,Não aplicável
,141.0,2.0,D006,D6,Qual é o ano/semestre/série que ___frequenta?,1,Primeira(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,2,Segunda(o) 
,,,,,Qual é o ano/semestre/série que ___frequenta?,3,Terceira(o) 
,,,,,Qual é o ano/semestre/série que ___frequenta?,4,Quarta(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,5,Quinta(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,6,Sexta(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,7,Sétima(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,8,Oitava(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,9,Nona(o)
,,,,,Qual é o ano/semestre/série que ___frequenta?,10,Décimo
,,,,,Qual é o ano/semestre/série que ___frequenta?,11,Décimo primeiro
,,,,,Qual é o ano/semestre/série que ___frequenta?,12,Décimo segundo
,,,,,Qual é o ano/semestre/série que ___frequenta?,13,Curso não classificado em séries ou anos
,,,,,Qual é o ano/semestre/série que ___frequenta?,99,Ignorado
,,,,,Qual é o ano/semestre/série que ___frequenta?,,Não aplicável
,143.0,1.0,D00601 ,D6a,Qual é a etapa do ensino fundamental que ___ frequenta,1,Anos iniciais (primeiro segmento) 
,,,,,Qual é a etapa do ensino fundamental que ___ frequenta,2,Anos finais (segundo segmento) 
,,,,,Qual é a etapa do ensino fundamental que ___ frequenta,9 ,Ignorado
,,,,,Qual é a etapa do ensino fundamental que ___ frequenta,,Não aplicável
,144.0,1.0,D007,D7,___já concluiu algum outro curso superior de graduação,1,Sim
,,,,,___já concluiu algum outro curso superior de graduação,2,Não
,,,,,___já concluiu algum outro curso superior de graduação,9 ,Ignorado
,,,,,___já concluiu algum outro curso superior de graduação,,Não aplicável
,145.0,1.0,D008,D8,Anteriormente ___frequentou escola ou creche,1,Sim
,,,,,Anteriormente ___frequentou escola ou creche,2,Não
,,,,,Anteriormente ___frequentou escola ou creche,9 ,Ignorado
,,,,,Anteriormente ___frequentou escola ou creche,,Não aplicável
,146.0,2.0,D00901,D9a,Qual foi o curso mais elevado que ___frequentou,01,Creche
,,,,,Qual foi o curso mais elevado que ___frequentou,02,Pré-escola 
,,,,,Qual foi o curso mais elevado que ___frequentou,03,Classe de alfabetização – CA 
,,,,,Qual foi o curso mais elevado que ___frequentou,04,Alfabetização de jovens e adultos
,,,,,Qual foi o curso mais elevado que ___frequentou,05,Antigo primário (elementar)
,,,,,Qual foi o curso mais elevado que ___frequentou,06,Antigo ginasial (médio 1º ciclo)
,,,,,Qual foi o curso mais elevado que ___frequentou,07,Regular do ensino fundamental ou do 1º grau 
,,,,,Qual foi o curso mais elevado que ___frequentou,08,Educação de jovens e adultos (EJA) ou supletivo do ensino fundamental
,,,,,Qual foi o curso mais elevado que ___frequentou,09,"Antigo científico, clássico etc. (médio 2º ciclo)"
,,,,,Qual foi o curso mais elevado que ___frequentou,10,Regular do ensino médio ou do 2º grau
,,,,,Qual foi o curso mais elevado que ___frequentou,11,Educação de jovens e adultos (EJA) ou supletivo do ensino médio
,,,,,Qual foi o curso mais elevado que ___frequentou,12,Superior – graduação
,,,,,Qual foi o curso mais elevado que ___frequentou,13,Especialização de nível superior (duração mínima de 360 horas)
,,,,,Qual foi o curso mais elevado que ___frequentou,14,Mestrado
,,,,,Qual foi o curso mais elevado que ___frequentou,15,Doutorado
,,,,,Qual foi o curso mais elevado que ___frequentou,99,Ignorado
,,,,,Qual foi o curso mais elevado que ___frequentou,,Não aplicável
,148.0,1.0,D010,D10,A duração deste curso que ___frequentou anteriormente era de,1,8 anos                            
,,,,,A duração deste curso que ___frequentou anteriormente era de,2,9 anos
,,,,,A duração deste curso que ___frequentou anteriormente era de,9 ,Ignorado
,,,,,A duração deste curso que ___frequentou anteriormente era de,,Não aplicável
,149.0,1.0,D01101,D11a,Este curso que ___ frequentou anteriormente era dividido em,1,Períodos semestrais
,,,,,Este curso que ___ frequentou anteriormente era dividido em,2,Anos
,,,,,Este curso que ___ frequentou anteriormente era dividido em,3,Outra forma
,,,,,Este curso que ___ frequentou anteriormente era dividido em,9 ,Ignorado
,,,,,Este curso que ___ frequentou anteriormente era dividido em,,Não aplicável
,150.0,1.0,D01201,D12a,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou",1,Sim
,,,,,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou",2,Não
,,,,,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou",3,Curso não classificado em séries ou anos
,,,,,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou",9 ,Ignorado
,,,,,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou",,Não aplicável
,151.0,2.0,D01301,D13a,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",1,Primeira(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",2,Segunda(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",3,Terceira(o) 
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",4,Quarta(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",5,Quinta(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",6,Sexta(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",7,Sétima(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",8,Oitava(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",9,Nona(o)
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",10,Décimo
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",11,Décimo primeiro
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",12,Décimo segundo
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",99,Ignorado
,,,,,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou",,Não aplicável
,153.0,1.0,D01302,D13b,Qual foi a etapa de ensino fundamental que ___frequentou,1,Anos iniciais (primeiro segmento) 
,,,,,Qual foi a etapa de ensino fundamental que ___frequentou,2,Anos finais (segundo segmento) 
,,,,,Qual foi a etapa de ensino fundamental que ___frequentou,9 ,Ignorado
,,,,,Qual foi a etapa de ensino fundamental que ___frequentou,,Não aplicável
,154.0,1.0,D01303,D13c,___concluiu os anos iniciais deste curso que frequentou,1,Sim
,,,,,___concluiu os anos iniciais deste curso que frequentou,2,Não
,,,,,___concluiu os anos iniciais deste curso que frequentou,9 ,Ignorado
,,,,,___concluiu os anos iniciais deste curso que frequentou,,Não aplicável
,155.0,1.0,D014,D14,___concluiu este curso que frequentou,1,Sim
,,,,,___concluiu este curso que frequentou,2,Não
,,,,,___concluiu este curso que frequentou,9 ,Ignorado
,,,,,___concluiu este curso que frequentou,,Não aplicável
,156.0,2.0,D015,D15,Informante do Módulo D,1,A própria pessoa
,,,,,Informante do Módulo D,2,Outro morador   
,,,,,Informante do Módulo D,3,Não morador
,,,,,Informante do Módulo D,9,Ignorado
,,,,,Informante do Módulo D,,Não aplicável
Módulo E - Características de trabalho das pessoas de 14 anos ou mais de idade,,,,,,,
,158.0,1.0,E001,E1,"Na semana de___ a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro",1,Sim
,,,,,"Na semana de___ a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro",2,Não
,,,,,"Na semana de___ a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro",9,Ignorado
,,,,,"Na semana de___ a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro",,Não aplicável
,159.0,1.0,E002,E2,"Na semana de ___a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, alimentação, treinamento ou aprendizado etc",1,Sim
,,,,,"Na semana de ___a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, alimentação, treinamento ou aprendizado etc",2,Não
,,,,,"Na semana de ___a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, alimentação, treinamento ou aprendizado etc",9,Ignorado
,,,,,"Na semana de ___a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, alimentação, treinamento ou aprendizado etc",,Não aplicável
,160.0,1.0,E003,E3,"Na semana de ___ a ___ (semana de referência), ___ fez algum bico ou trabalhou em alguma atividade ocasional remunerada durante pelo menos 1 hora",1,Sim
,,,,,"Na semana de ___ a ___ (semana de referência), ___ fez algum bico ou trabalhou em alguma atividade ocasional remunerada durante pelo menos 1 hora",2,Não
,,,,,"Na semana de ___ a ___ (semana de referência), ___ fez algum bico ou trabalhou em alguma atividade ocasional remunerada durante pelo menos 1 hora",9,Ignorado
,,,,,"Na semana de ___ a ___ (semana de referência), ___ fez algum bico ou trabalhou em alguma atividade ocasional remunerada durante pelo menos 1 hora",,Não aplicável
,161.0,1.0,E004,E4,"Na semana de ___ a ___ (semana de referência), ___ ajudou durante pelo menos 1 hora, sem receber pagamento, no trabalho remunerado de algum morador do domicílio ou de parente",1,Sim 
,,,,,"Na semana de ___ a ___ (semana de referência), ___ ajudou durante pelo menos 1 hora, sem receber pagamento, no trabalho remunerado de algum morador do domicílio ou de parente",2,Não
,,,,,"Na semana de ___ a ___ (semana de referência), ___ ajudou durante pelo menos 1 hora, sem receber pagamento, no trabalho remunerado de algum morador do domicílio ou de parente",9,Ignorado
,,,,,"Na semana de ___ a ___ (semana de referência), ___ ajudou durante pelo menos 1 hora, sem receber pagamento, no trabalho remunerado de algum morador do domicílio ou de parente",,Não aplicável
,162.0,1.0,E005,E5,"Na semana de ___ a ___ (semana de referência), ___ tinha algum trabalho remunerado do qual estava temporariamente afastado",1,Sim 
,,,,,"Na semana de ___ a ___ (semana de referência), ___ tinha algum trabalho remunerado do qual estava temporariamente afastado",2,Não
,,,,,"Na semana de ___ a ___ (semana de referência), ___ tinha algum trabalho remunerado do qual estava temporariamente afastado",9,Ignorado
,,,,,"Na semana de ___ a ___ (semana de referência), ___ tinha algum trabalho remunerado do qual estava temporariamente afastado",,Não aplicável
,163.0,1.0,E006011,E6a,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",1,"Férias, folga ou jornada de trabalho variável"
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",2,Licença maternidade ou paternidade
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",3,Licença remunerada por motivo de saúde ou acidente da própria pessoa
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",4,"Outro tipo de licença remunerada (estudo, casamento, licença prêmio etc.)"
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",5,"Afastamento do próprio negócio/empresa por motivo de gestação, doença, acidente etc., sem ser remunerado por instituto de previdência"
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",6,"Fatores ocasionais (mau tempo, paralisação nos serviços de transporte etc.) "
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",7,Outro motivo
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",9,Ignorado
,,,,,"Na semana de ___ a ___ (semana de referência), por que motivo ___ estava afastado desse trabalho",,Não aplicável
,164.0,1.0,E008,E8,A doença ou acidente foi relacionado ao trabalho?,1,Sim 
,,,,,A doença ou acidente foi relacionado ao trabalho?,2,Não
,,,,,A doença ou acidente foi relacionado ao trabalho?,9,Ignorado
,,,,,A doença ou acidente foi relacionado ao trabalho?,,Não aplicável
,165.0,1.0,E010010,E10a,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",1,Menos de 1 mês
,,,,,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",2,De 1 mês a menos de 1 ano   
,,,,,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",3,De 1 ano a menos de 2 anos
,,,,,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",4, 2 anos ou mais 
,,,,,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",9,Ignorado
,,,,,"Em ___ /___ /___ (último dia da semana de referência), fazia quanto tempo que ___ estava afastado desse trabalho",,Não aplicável
,166.0,2.0,E010011,E10a,Tempo que estava afastado (De 1 mês a menos de 1 ano),01 a 11,01 a 11 meses
,,,,,Tempo que estava afastado (De 1 mês a menos de 1 ano),99,Ignorado
,,,,,Tempo que estava afastado (De 1 mês a menos de 1 ano),,Não aplicável
,168.0,2.0,E010012,E10a,Tempo que estava afastado (De 1 ano a menos de 2 anos),00 a 11,00 a 11 meses
,,,,,Tempo que estava afastado (De 1 ano a menos de 2 anos),99,Ignorado
,,,,,Tempo que estava afastado (De 1 ano a menos de 2 anos),,Não aplicável
,170.0,2.0,E010013,E10a,Tempo que estava afastado (De 2 anos a 98 anos),02 a 98,2 anos ou mais 
,,,,,Tempo que estava afastado (De 2 anos a 98 anos),99,Ignorado
